Referencia;Nombre;Categoría;Definicion;Caracteristicas
4186;SOLDADURA 95/5 PARA TUBERIA DE GAS 45G 1MT TRUPER;PEGANTES;;
4187;SOLDADURA 95/5 PARA TUBERIA DE GAS 45G ROLLO X8MT TRUPER;PEGANTES;;
4188;JUEGO DE 7 LLAVES TORX TIPO NAVAJA PRETUL;HERRAMIENTA MANUAL;;
4189;DISCO CORTE DIAMANTADO SEG /CONTINUO 4 1/2 UNITEC;ABRASIVOS Y CONSUMIBLES;;
4190;DISCO CORTE DIAMANTADO SEG /CONTINUO 7 UNITEC;ABRASIVOS Y CONSUMIBLES;;
4191;"DISCO CORTE SIERRA 7"" UNITEC";ABRASIVOS Y CONSUMIBLES;;
4196;VINILO T1 VINILICO NEGRO 1/8 G PINTUCO;PINTURAS Y DISOLVENTES;;
4192;LLAVE LAVAPLATOS MANIJA TIPO PALANCA;PINTURAS Y DISOLVENTES;;
4193;VINILO T1 VINILICO NEGRO 1 G PINTUCO;PINTURAS Y DISOLVENTES;;
4194;VINILO T1 VINILICO NEGRO 1/2 G PINTUCO;PINTURAS Y DISOLVENTES;;
4195;VINILO T1 VINILICO NEGRO 1/4 G PINTUCO;PINTURAS Y DISOLVENTES;;
4197;VINILO T1 VINILICO NEGRO 1/32 G PINTUCO;PINTURAS Y DISOLVENTES;;
4198;"BUJE PVC SOLDADO 11/4X1""";TUBERIAS Y ACCESORIOS;;
4199;CARETA PARA SOLDAR INDUSTRIAL ECO;DOTACION INDUSTRIAL;;
4200;LUCES NAVIDAD MALLA 1.20X 1.20;ELECTRICOS;;
;Yoyo Para Guadaï¿½adora Manual Th109-10 Bellota;HERRAMIENTA MANUAL;;
4201;RODAJA CORTA BALDOSA 18MM HOPEX;ABRASIVOS Y CONSUMIBLES;;
4202;RODAJA CORTA BALDOSA 8 - 10MM HOPEX;ABRASIVOS Y CONSUMIBLES;;
4203;SILICONA TRANSPARENTE 85G DTURIN;PEGANTES;;
4204;"DUCHA REGADERA CUADRADA 4"" ACERO INOXIDABLE BOCHERINNI";GRIFERIA;;
4205;SOPORTE PASTICO BLANCO PLATERO;HERRAJES Y SOPORTES;;
4206;SOLDADURA CPVC 56 GR 1/65 GAL PAVCO;PEGANTES;;
4207;BOMBILLO LED 9W SYLVANIA;;;
4208;BOMBILLO LED 5W SYLVANIA;;;
4212;TEE ELECTRICA GRIS MERCURY;ELECTRICOS;;
4209;CINTA LED COLORES LUZ RGB + CONTROL 12 V ROLLO X 5MT MERCURY;ELECTRICOS;;
4210;MULTITOMA REGULADOR DE VOLTAJE 8SALIDA 1000W MERCURY;ELECTRICOS;;
4211;EXTENSION 2MT 6FT DUPLEX OSBLACK/TITANIUM;ELECTRICOS;;
4213;BOMBILLO LED 3W LUZ CALIDA/BLANCA MERCURY;ELECTRICOS;;
4214;BOMBILLO LED 5W LUZ CALIDA MERCURY;ELECTRICOS;;
4215;BOMBILLO LED 9W LUZ CALIDA MERCURY;ELECTRICOS;;
4216;BOMBILLO LED 12W LUZ CALIDA MERCURY;ELECTRICOS;;
4217;BOMBILLO LED 15W LUZ CALIDA MERCURY;ELECTRICOS;;
4218;BOMBILLO LED 1W PINPON MERCURY;ELECTRICOS;;
4219;"PANEL LED 24W 10"" REDONDO SOBREPONER MERCURY";ELECTRICOS;;
4220;TEE ELECTRICA ESCUALIZABLE GRIS P/TIERRA MERCURY;ELECTRICOS;;
4221;CERRADURA CIL POMO ENTRADA PRINCIPAL INOX VERA;ELECTRICOS;;
4222;LAMPARA LED T5 10W 60CM LUC BLANCA MERCURY;ELECTRICOS;;
4223;LIMPIADOR DE CARBURADOR Y VALVULAS SOO ML MERCURY;LUBRICANTES;;
3310;NYLON MULTIUSOS 10L FORTE;SOGAS Y CADENAS;;
3837;LLAVE BRISTOL CORTA L 4MM;HERRAMIENTA MANUAL;;
4224;VARILLA CORRUGADA G-60 W 1/4 X 6MT;CONSTRUCCION;;
4225;VARILLA CORRUGADA G-60 W 1/4 X 1MT;CONSTRUCCION;;
4226;PONCHAR TERMINAL TELMEX 1 LADO;ELECTRICOS;;
4227;LUBRICANTE MULTIUSOS 450ML MERCURY;LUBRICANTES;;
4228;ASIENTO SANITARIO RIOPLAST;GRIFERIA;;
4230;"NIPLE GALVANIZADO KAUDAL 1"" X 3""";TUBERIAS Y ACCESORIOS;;
4231;"NIPLE GALVANIZADO KAUDAL 1"" X 2""";TUBERIAS Y ACCESORIOS;;
4232;SIFON FLEXIBLE CROMADO LAVAMANOS  CON CANASTILLA;GRIFERIA;;
4233;FONDO EXPERTO GRIS 1 G SUPER;PINTURAS Y DISOLVENTES;;
4234;FONDO EXPERTO GRIS 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
4235;FONDO EXPERTO GRIS 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
4236;FONDO EXPERTO GRIS 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
4237;FONDO EXPERTO GRIS 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
4240CA;PUNTILLA SIN CABEZA  3/4 X 400 GM;TORNILLERIA;;
4240D;PUNTILLA SIN CABEZA  3/4 X DOCENA;TORNILLERIA;;
4240;PUNTILLA SIN CABEZA  3/4 X U;TORNILLERIA;;
4243CA;PUNTILLA SIN CABEZA  3/4 X 400 GM;TORNILLERIA;;
4243D;PUNTILLA SIN CABEZA  3/4 X DOCENA;TORNILLERIA;;
4243;PUNTILLA SIN CABEZA  3/4 X U;TORNILLERIA;;
4244;"CINCEL DE CORTE FRIO 3/4 x 10"" TRUPER";HERRAMIENTA MANUAL;;
4245;GUANTE DE CARNAZA LARGO;DOTACION INDUSTRIAL;;
4246;TUBO EMT 1/2;TUBERIAS Y ACCESORIOS;;
4247;CURVA EMT 1/2;TUBERIAS Y ACCESORIOS;;
4248;TERMINAL EMT 1/2;TUBERIAS Y ACCESORIOS;;
4249;UNION EMT 1/2;TUBERIAS Y ACCESORIOS;;
4257;"UNION GALVANIZADA 1""";TUBERIAS Y ACCESORIOS;;
4250;PERRO 1/8;TORNILLERIA;;
4251;VIRUTA PEQUEï¿½A 75GM;HOGAR Y COCINA;;
4252;TERMINAL COBRE 100 A;ELECTRICOS;;
4253;NYLON X 1 MT;SOGAS Y CADENAS;;
4254;CEPILLO GRATA TRUPER X UND;HERRAMIENTA MANUAL;;
4255;GANCHO CORTINA EN S;HERRAJES Y SOPORTES;;
4256;"DESTORNILLADOR PALA 3/16 X 8"" PRETUL";HERRAMIENTA MANUAL;;
4258;GRAPA CAMA GALVANIZADA X UNIDAD;HERRAJES Y SOPORTES;;
4259;TERMINAL OJO 3/18;ELECTRICOS;;
4260;TRANCA PUERTA PIE COLORES;HERRAJES Y SOPORTES;;
4261;"DESTORNILLADOR PALA 1/4"" X 4"" PRETUL";HERRAMIENTA MANUAL;;
4262;"DESTORNILLADOR PALA 3/16"" X8"" PRETUL";;;
4263;MANGUERA PEALPE BLANCA 1/2 1MT;TUBERIAS Y ACCESORIOS;;
4265;"CINTA ENMASCARAR 1/2"" X 50M TRUPER";PEGANTES;;
4266;"CINTA ENMASCARAR 11/2"" X 50M TRUPER";PEGANTES;;
4267;"CINTA ENMASCARAR AZUL PARA PINTORES 1/2"" TRUPER";PEGANTES;;
4268;CINTA TAPAGOTERAS 20 CM X 10 MT ALUMBAND;CONSTRUCCION;;
4269;GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 8;DOTACION INDUSTRIAL;;
4270;GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 81/2;DOTACION INDUSTRIAL;;
4271;GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 9;DOTACION INDUSTRIAL;;
4264;TOMA DOBLE USB PLATA MERCURY;ELECTRICOS;;
4272;SELLADOR DE BLOQUE DE CULATA 473CC SINTESOLDA;LUBRICANTES;;
4273;CANDADO DE BAYONETA LATï¿½N Sï¿½LIDO 70MM;CERRAJERIA Y SEGURIDAD;;
4274;"EXTENSION PARA RACHET 2 1/2"" MANDO 1/2 TRUPER";HERRAMIENTA MANUAL;;
4275;"EXTENSION PARA RACHET 3"" MANDO 3/8 TRUPER";HERRAMIENTA MANUAL;;
4276;"EXTENSION PARA RACHET 6"" MANDO 3/8 TRUPER";HERRAMIENTA MANUAL;;
4277;VASTAGO PARA GRIFERIA YW008-YW009 BOCHERINI;GRIFERIA;;
4278;VASTAGO PARA REGISTRO DE DUCHA BOCHERINI;GRIFERIA;;
4279;VASTAGO PARA LLAVE REF AG-S8003 DERECHO BOCHERINI;GRIFERIA;;
  4279;VASTAGO DUCHA  GRIVAL;;;
4280;VASTAGO DUCHA GRIVAL;GRIFERIA;;
4281;VASTAGO CARTUCHO CERAMICO IZQUIERDO LARGO GRIVAL;GRIFERIA;;
3366P;AMARRE PLASTICO BLANCO 4.8 X 30cm FORTE PAQ;SOGAS Y CADENAS;;
4283;GASTOP FUERZA ALTA 10G UNIFIX;PEGANTES;;
4284;"NIPLE GALVANIZADO KAUDAL 3/4X6""";TUBERIAS Y ACCESORIOS;;
4285;"NIPLE GALVANIZADO KAUDAL 3/4X1""";TUBERIAS Y ACCESORIOS;;
4286;PINCEL N 1 PLANO;PINTURAS Y DISOLVENTES;;
4287;PINCEL N 2 PLANO;PINTURAS Y DISOLVENTES;;
4288;DISCO CORTE SIERRA 41/2 UNITEC;ABRASIVOS Y CONSUMIBLES;;
4290;GALON ENVASE RECICLADO;HOGAR Y COCINA;;
4289;"ADAPTADOR RATCHET 3/8"" X 1/2""";HERRAMIENTA MANUAL;;
4291;"TEE CPVC 1/2""";TUBERIAS Y ACCESORIOS;;
4292;"TUBO CPVC 3/4"" X 1 MT PAVCO";TUBERIAS Y ACCESORIOS;;
4293;"TAPON HEMBRA LISO CPVC 3/4""";TUBERIAS Y ACCESORIOS;;
4294;CUCHILLA PARA BISTURI 25 MM 10 PIEZAS TRUPER;HERRAMIENTA MANUAL;;
4295;VALVULA BOLA BRONCE 1/4;GRIFERIA;;
4296;TOMA INDUSTRIAL 15 AMP CODELCA;ELECTRICOS;;
4297;BISTURI 25 MM REFORZADO PLASTICO CON ALMA METALICA TRUPER;HERRAMIENTA MANUAL;;
4298;CUCHILLA PARA BISTURI SK4 5 PIEZAS TRUPER;HERRAMIENTA MANUAL;;
4299;"NAVAJA RETRACTIL 6"" CUERPO DE ALUMINIO PRETUL";HERRAMIENTA MANUAL;;
4300;"CINTA ENMASCARAR 2"" X 50M TRUPER";PEGANTES;;
4301;CLAVIJA INDUSTRIAL 15A P/TIERRA CODELCA;ELECTRICOS;;
4302;JUEGO DE LLAVES BRISTOL EXTRALARGAS METRICAS 7 PIEZAS TRUPER;HERRAMIENTA MANUAL;;
4303;"ADAPTADOR HEMBRA CPVC 3/4""";HERRAMIENTA MANUAL;;
4304;"ADAPTADOR MACHO CPVC 3/4""";GRIFERIA;;
4305;REGISTRO DUCHA BALTA GRIVAL;GRIFERIA;;
4307;BOMBA EXTRACTORA DE LIQUIDOS;HERRAMIENTA MANUAL;;
4306;"GRATA COPA 4"" ALAMBRE ONDULADO MULTI-ROSCA TRUPER";ABRASIVOS Y CONSUMIBLES;;
4308;"DISCO VELCRO 4 1/2"" N600";ABRASIVOS Y CONSUMIBLES;;
4309;VIDRIO PARA CARETA NO 10;ABRASIVOS Y CONSUMIBLES;;
4310;CANDADO 20MM LATON GATO;CERRAJERIA Y SEGURIDAD;;
4311;TOMA AEREA INDUSTRIAL TRIFASICA 50A KONTIKI;ELECTRICOS;;
4312;TEE ELECTRICA 15A ESCULIZABLE BLANCA MERCURY;ELECTRICOS;;
4313;"LIJA RED 9""X11"" #1200 PREMIER";ABRASIVOS Y CONSUMIBLES;;
4314;"LIJA RED 9""X11"" #1500 PREMIER";ABRASIVOS Y CONSUMIBLES;;
4316;CEPILLO PARA BETUNAR GRANDE N 6;HERRAMIENTA MANUAL;;
4317;CLAVIJA INDUSTRIAL 15A CODELCA;ELECTRICOS;;
4318;PULPO 1MT;SOGAS Y CADENAS;;
4319;DUPLICADO LLAVE 1500 COLOR;CERRAJERIA Y SEGURIDAD;;
4320;ANTENA TDT 1MT;ELECTRICOS;;
4321;CANDADO LAMINADO RECUBIERTO 40 MM HERMEX;CERRAJERIA Y SEGURIDAD;;
4322;DUCHA CALENTADOR AUTOMATICA TRADICIONAL 120V KONTIKI;ELECTRICOS;;
4326;MASILLA POLIESTER EXTRA  1/8 SUPER;PINTURAS Y DISOLVENTES;;
4325;EMPAQUE CONICO ARBOL ENTRADA;GRIFERIA;;
4323;"TORNILLO CARRIAJE RO ZINC 5/16X1/2""UN";TORNILLERIA;;
4327;ESMALTE EXPERTO VERDE ESMERALDA 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
4328;ESMALTE EXPERTO VERDE ESMERALDA 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
4329;ESMALTE EXPERTO VERDE ESMERALDA  1/4 G SUPER;PINTURAS Y DISOLVENTES;;
4330;ESMALTE VERDE ESMERALDA EXPERTO 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
4331;ESMALTE VERDE ESMERALDA EXPERTO 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
4332;"CAJA PARA HERRAMIENTA 13"" CON COMPARTIMIENTOS PRETUL";HERRAMIENTA MANUAL;;
4333;"CAJA PARA HERRAMIENTA 16"" CON COMPARTIMIENTOS PRETUL";HERRAMIENTA MANUAL;;
4334;BOMBILLO LED 9W E27 LUZ BLANCA MERCURY;ELECTRICOS;;
4335;RODACHINA COLGANTE 2 RUEDAS METALICA FUERTE UNIDAD;HERRAJES Y SOPORTES;;
4324;"""EMPAQUE ADAPTADOR DE 1/2""";GRIFERIA;;
4336;"TERMINAL HEMBRA MACHO 250 1/4"" CABLE 12-10 AWG AMARILLA MAX 27A";ELECTRICOS;;
4337;TERMINAL EMPALME TOPE PARA CABLE 22-16 AWG, CON AISLANTE ROJO MAX 48A;ELECTRICOS;;
4338;CAPUCHON CON RESORTE DE NYLON 16X2 AWG COLOR GRIS;ELECTRICOS;;
4339;CAPUCHON CON RESORTE DE NYLON 16X3 AWG COLOR AZUL;ELECTRICOS;;
4340;TERMINAL ANILLO 5/16 AMARILLO CABLE 12-10;ELECTRICOS;;
4341;"TORNILLO DRYWALL 14X11/2"" UN";TORNILLERIA;;
4341D;"TORNILLO DRYWALL 14X11/2"" DOC";TORNILLERIA;;
4409;BOTA VEREDA TALLA 38;DOTACION INDUSTRIAL;;
4414;JUEGO DE PUNTAS MONTADAS PIEDRA 5 PIEZAS;HERRAMIENTA MANUAL;;
4415;"LLAVE MIXTA 1"" 290MM PRETUL";HERRAMIENTA MANUAL;;
4416;"LLAVE MIXTA 15/16"" X 280MM PRETUL";HERRAMIENTA MANUAL;;
4417;MASILLA MADERA POROSIL BLANCO 350 GRAMOS CORONA;PINTURAS Y DISOLVENTES;;
4418;MASILLA MADERA POROSIL ABARCO CLARO  350 GRAMOS CORONA;PINTURAS Y DISOLVENTES;;
4419;MASILLA MADERA POROSIL ABARCO OSCURO 350 GRAMOS CORONA;PINTURAS Y DISOLVENTES;;
4420;VINILO T1 PROFESSIONAL 1A BLANCO CANECA 5 GL CORONA;PINTURAS Y DISOLVENTES;;
4421;MASILLA DRYWALL PANEL TEC PROFESSIONAL 1 GALON 5.6KG CORONA;PINTURAS Y DISOLVENTES;;
4422;IMPERMEABILIZANTE PARAGUAS MULTIPROPOSITO BLANCO 1G CORONA;PINTURAS Y DISOLVENTES;;
4423;IMAN CERAMICO CUADRADO 6;ELECTRICOS;;
4424;IMAN CERAMICO CUADRADO 7;ELECTRICOS;;
4425;IMAN MONEDA 00;ELECTRICOS;;
4426;IMAN MONEDA 5;ELECTRICOS;;
4427;IMPERMEABILIZANTE PARAGUAS MULTIPROPOSITO GRIS 1G CORONA;PINTURAS Y DISOLVENTES;;
4428;"ALICATE PONCHADORA 8"" PARA RJ45 8 HILOS TRUPER";HERRAMIENTA MANUAL;;
4429;ALDABILLA CROMADA DERECHA - IZQUIERDA;HERRAJES Y SOPORTES;;
4343;ESCOBILLA Nï¿½1  MOTOR SINGER;ELECTRICOS;;
4345;ESCOBILLA Nï¿½3;ELECTRICOS;;
4348;ESCOBILLA Nï¿½6 BRILLANTADORA ELECTROLUZ;ELECTRICOS;;
4347;ESCOBILLA Nï¿½5 VARIOS;ELECTRICOS;;
4349;ESCOBILLA Nï¿½7 BRILLADORA GENERAL;ELECTRICOS;;
4350;ESCOBILLA Nï¿½8 TALADRO B/D 1/4;ELECTRICOS;;
4351;ESCOBILLA Nï¿½9 TALADRO B/D SKILL 1/2;ELECTRICOS;;
4352;ESCOBILLA Nï¿½10 TALADRO PULIDORA B/D 3/8;ELECTRICOS;;
4353;ESCOBILLA Nï¿½11 TALADRO BOSH DE 1/4;ELECTRICOS;;
4354;ESCOBILLA Nï¿½12 PULIDORA B/D ESPECIAL;ELECTRICOS;;
4355;ESCOBILLA Nï¿½13 TALADRO MAKITA;ELECTRICOS;;
4356;ESCOBILLA Nï¿½14;ELECTRICOS;;
4357;ESCOBILLA Nï¿½15 TALADRO ISKRAPERLES MOTOR TOOL M317;ELECTRICOS;;
4358;ESCOBILLA Nï¿½16 SIERRA B/D;ELECTRICOS;;
4359;ESCOBILLA Nï¿½17 RUTEADOR B/D;ELECTRICOS;;
4360;ESCOBILLA Nï¿½18 PULIDORA Y TRONSADORA HITACH;ELECTRICOS;;
4361;ESCOBILLA Nï¿½19 PULIDORA B/D 1/2;ELECTRICOS;;
4362;ESCOBILLA Nï¿½20 PULIDORA B/D TIPO PESADO;ELECTRICOS;;
4363;ESCOBILLA Nï¿½21 PULIDORA B/D PULIDORA B/D ESPECIAL;ELECTRICOS;;
4364;ESCOBILLA Nï¿½22 SKILL DE 1/2 MILLER THOR 1/2;ELECTRICOS;;
4365;ESCOBILLA Nï¿½23 MAKINA 1/2;ELECTRICOS;;
4366;ESCOBILLA Nï¿½24 PULIDORA BOSH 1/2;ELECTRICOS;;
4367;ESCOBILLA Nï¿½24A PULIDORA BOSH;ELECTRICOS;;
4368;ESCOBILLA Nï¿½30A;ELECTRICOS;;
4369;ESCOBILLA Nï¿½25 ISKA PERLES DE 1/2;ELECTRICOS;;
4370;ESCOBILLA Nï¿½26;ELECTRICOS;;
4371;ESCOBILLA Nï¿½27 PULIDORA ISKRA PERLES PEQUEï¿½A;ELECTRICOS;;
4372;ESCOBILLA Nï¿½28 PULIDORA SKILL;ELECTRICOS;;
4373;ESCOBILLA Nï¿½29 MINIPULIDOR DEWALD B/D;ELECTRICOS;;
4374;ESCOBILLA Nï¿½30 TRONSADORA DYWAL 50;ELECTRICOS;;
4375;ESCOBILLA Nï¿½31;ELECTRICOS;;
4376;ESCOBILLA Nï¿½32;ELECTRICOS;;
4432;TACO BREAKER 2P BIPOLAR X 40 A CILLES;ELECTRICOS;;
4433;CONECTOR ELECTRICO 60A;ELECTRICOS;;
4434;"VALVULA BOLA LATON 1"" GRIVAL";GRIFERIA;;
4435;BOMBILLO LED 7W E27 LUZ BLANCA MERCURY;ELECTRICOS;;
4436;TEE GALVANIZADA 3/4;TUBERIAS Y ACCESORIOS;;
4437;TOMA TIPO LEVINTON BLANCA AVE;ELECTRICOS;;
4438;MASILLA EPOXICA EPOXIBONDER 30 G LOCTITE;PINTURAS Y DISOLVENTES;;
4440;SELLADOR MULTIPROPOSITO GALON CORONA;PINTURAS Y DISOLVENTES;;
4441;SUPERFACHADA BASE AGUA GALON CORONA;PINTURAS Y DISOLVENTES;;
4439;EPOXIBONDER TRANSPARENTE 25 GRAMOS LOCTITE;PEGANTES;;
4442;TAPA TOMA LEVINTON  BLANCA;ELECTRICOS;;
3314CA;PUNTILLA CON CABEZA 3/4 400G;TORNILLERIA;;
4445;DESAGUE LAVAMANOS CROMADO RIOPLAST;GRIFERIA;;
4446;ENVASE NEGRO 1/2 G PLASTICO;PINTURAS Y DISOLVENTES;;
4447;"DISCO CORTE METAL 41/2"" X 1/16"" X 7/8"" NORTON";ABRASIVOS Y CONSUMIBLES;;
4448;"TORNILLO AVELLANA PUNTA DE BROCA  8 X 11/2"" UN";TORNILLERIA;;
4448D;"TORNILLO AVELLANA PUNTA DE BROCA  8 X 11/2"" DOC";TORNILLERIA;;
4448C;"TORNILLO AVELLANA PUNTA DE BROCA  8 X 11/2"" 50U";TORNILLERIA;;
4451;"TORNILLO AVELLANA PUNTA DE BROCA 6 X 3/4"" UN";TORNILLERIA;;
4451D;"TORNILLO AVELLANA PUNTA DE BROCA 6 X 3/4"" DOC";TORNILLERIA;;
4451C;"TORNILLO AVELLANA PUNTA DE BROCA 6 X 3/4"" 50U";TORNILLERIA;;
2492D;TORNILLO AVELLANA PUNTA DE BROCA 8X1 DOC;TORNILLERIA;;
2492C;TORNILLO AVELLANA PUNTA DE BROCA 8X1 50;TORNILLERIA;;
4456;"BROCA MURO 1/4 X 4""  BOSH";ABRASIVOS Y CONSUMIBLES;;
4457;BROCA LAMINA HSS 1/8 BOSH;ABRASIVOS Y CONSUMIBLES;;
4458;BROCA LAMINA HSS 3/16 BOSH;ABRASIVOS Y CONSUMIBLES;;
4459;ESMALTE SECADO RAPIDO BASE AGUA BLANCO 1G CORONA;PINTURAS Y DISOLVENTES;;
4460;BOTA VEREDA TALLA 39;DOTACION INDUSTRIAL;;
4461;GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 71/2;DOTACION INDUSTRIAL;;
4462;GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 7;DOTACION INDUSTRIAL;;
4463;TOMA AEREA BIFILAR PATA CRUZADA 2O AMP CODELCA;ELECTRICOS;;
4465;"MACETA TIPO NEVADA MANGO FIBRA DE VIDRIO 6"" PRETUL";HERRAMIENTA MANUAL;;
4466;SIFON FLEXIBLE CROMADO LAVAPLATOS CON CANASTILLA;GRIFERIA;;
4467;CANECA 52 GLONES DE SEGUNDA;PINTURAS Y DISOLVENTES;;
4468;SENSOR DE PARED SOBREPONER MERCURY;ELECTRICOS;;
4469;SILICONA AROMA CHICLE UV 300ML SIMONIZ;LUBRICANTES;;
4464;TORNILLO HEXAGONAL PUNTA BROCA 10X1/2;TORNILLERIA;;
4470;"BUSHING GALVANIZADO 3/4 X 1""";TUBERIAS Y ACCESORIOS;;
4471;ACEITE 3-EN- 1 AEROSOL 135ML 4,5 Oz;LUBRICANTES;;
4472;RODACHINA PESADA 1.5 SIN FRENO NARANJA;HERRAJES Y SOPORTES;;
4473;"RODACHINA PESADA 2"" CON FRENO NARANJA";HERRAJES Y SOPORTES;;
4474;"RODACHINA GIRATORIA LIVIANA 1"" NYLON BLANCA";HERRAJES Y SOPORTES;;
4475;"RODACHINA GIRATORIA LIVIANA 11/2"" NYLON BLANCA";HERRAJES Y SOPORTES;;
4476;"RODACHINA GIRATORIA  LIVIANA 2"" NYLON BLANCA";HERRAJES Y SOPORTES;;
4477;"RODACHINA GIRATORIA ESPIGO 2"" PARA SILLA";HERRAJES Y SOPORTES;;
4481;FUSIBLE PARA OLLA METALICO;HOGAR Y COCINA;;
;MANTENIMIENTO DE EQUIPO;HERRAMIENTA MANUAL;;
4482;CARRETILLA 5.5 FT GRIS ANTIPINCHAZO PRETUL;HERRAMIENTA MANUAL;;
4478;LUBRICANTE MULTIUSOS 200ML DTURIN;LUBRICANTES;;
4479;BROCA ACERO HSS 15/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
4480;BROCA ACERO HSS 23/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
4483;ESCALERA TIPO TIJERA 7 PELDAï¿½OS BANDEJA TRUPER;HERRAMIENTA MANUAL;;
4484;CAIMAN ROJO NEGRO 200A MEDIANO NACIONAL;ELECTRICOS;;
4485;CAIMAN ROJO NEGRO PEQUEï¿½O NACIONAL;ELECTRICOS;;
4486;MOTOR REDUCTOR PROYECTOS ESCOLARES;ELECTRICOS;;
4489;BOTA VEREDA TALLA 40;DOTACION INDUSTRIAL;;
4487;CERRADURA SOBREPONER DERECHA C-999 INAFER;CERRAJERIA Y SEGURIDAD;;
4488;CERRADURA SOBREPONER IZQUIERDA C-999 INAFER;CERRAJERIA Y SEGURIDAD;;
;PALUSTRE MANGO PLASTICO NO 5 UDUKE;HERRAMIENTA MANUAL;;
4491;TUBO EMT 3/4;ELECTRICOS;;
4492;CURVA EMT  3/4;ELECTRICOS;;
4493;UNION EMT 3/4;ELECTRICOS;;
4494;TERMINAL EMT 3/4;HERRAMIENTA MANUAL;;
4498;COMPRESOR HORIZONTAL 25LITROS 3HP 127V;HERRAMIENTA MANUAL;;
4499;VASTAGO CARTUCHO CERAMICO DERECHO LARGO GRIVAL;GRIFERIA;;
4500;BREAKER TACO PLUG 20 A EXE;ELECTRICOS;;
4501;ASPIRADORA DE SOLIDOS Y LIQUIDOS G GL TRUPER;HERRAMIENTA ELECTRICA;;
4502;EXTENSION CON POLO NARANJA 3MT;ELECTRICOS;;
4503;TEJA PLASTICA MARFIL TIPO ETERNIT #8 244X92CM GERFOR;CONSTRUCCION;;
;GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 10;DOTACION INDUSTRIAL;;
4506;"LLAVE DE TUBO 36"" TRUPER";HERRAMIENTA MANUAL;;
4495;ARTICULOS DE FERRETERIA;HERRAMIENTA MANUAL;;
4156;ALAMBRE N10 X ROLLO 100MT CENTELSA;ELECTRICOS;;
4315;ANTENA TDT PARA TV 1.50MT;ELECTRICOS;;
4443;TEE GALVANIZADA 3/8;TUBERIAS Y ACCESORIOS;;
4496;SENSOR DE PARED INCRUSTAR MERCURY;ELECTRICOS;;
4497;LLANA BOCETO PLASTICO;HERRAMIENTA MANUAL;;
4505;TAPA OIDOS COPA TRUPER;DOTACION INDUSTRIAL;;
4509;FUSIBLE OLLA PUNTO VERDE, ROJO, NARANJA GRANDE;HOGAR Y COCINA;;
4510;LUBRICANTE CADENAS MOTOS/BICLICLETAS 200 MERCURY;LUBRICANTES;;
4507;REDUCTOR BRONCE 1/2 X 1/4;PARTES Y REPUESTOS;;
4508;REDUCTOR BRONCE 1/2 X 3/8;PARTES Y REPUESTOS;;
4511;VASTAGO BRONCE IZQUIERDO GRICOL;GRIFERIA;;
4512;REDUCTOR BRONCE 3/8 X 1/4;PARTES Y REPUESTOS;;
4513;CHUPA CON GANCHO N 6;HERRAJES Y SOPORTES;;
4514;CINTA REFLECTIVA R WH 5CM X 1MT 3M;ELECTRICOS;;
4516;BOMBILLO LED VELA E27 5W6500K MERCURY;ELECTRICOS;;
4517;LAMPARA DE EMERGENCIA LUM 30 LEDS RECARGABLE 100ML SEGURIMAX;ELECTRICOS;;
4515;CINTA REFLECTIVA R WH 5CM X 45.7MT 3M;ELECTRICOS;;
4518;BOLSA DE ESTOPA FINA 400G AZUL;PINTURAS Y DISOLVENTES;;
4519;BOLSA DE ESTOPA FINA 800G AMARILLA;PINTURAS Y DISOLVENTES;;
4520;VALVULA DE REGULACION SENCILLA EN ZING 1/2 BOCCHERINI;GRIFERIA;;
4521;VALVULA DE REGULACION DOBLE  EN ZING 1/2 BOCCHERINI;GRIFERIA;;
4522;SECUENCIADOR CINTA LED NEON RGB120V;ELECTRICOS;;
;DESCUENTOS COMERCIALES;;;
4523;LLANA MADERA BOCETO DE PUNTA 9CM X 20CM;HERRAMIENTA MANUAL;;
4525;CABO CEPILLO X 1.20 MTS CORRIENTE;HERRAMIENTA MANUAL;;
4526;CABO MACETA N3 LIJADO FINO;HERRAMIENTA MANUAL;;
4527;CABO MARTILLO Uï¿½A N2;HERRAMIENTA MANUAL;;
4528;CEPILLO CARRETERO PLASTICO 34CM SIN CABO;HERRAMIENTA MANUAL;;
4529;MASILLA DRYWALL PANEL TEC PROFESSIONAL BALDE 14KG CORONA;PINTURAS Y DISOLVENTES;;
